movieId,title,genres,ratings
1129,Private Parts,Comedy|Drama,4
1130,Love Jones,Romance,4
1131,"Saint, The",Action|Romance|Sci-Fi|Thriller,4
1132,Smilla's Sense of Snow,Drama|Thriller,4
1133,Crash,Drama|Thriller,3
1134,"Daytrippers, The",Comedy|Drama|Mystery|Romance,4
1135,Liar Liar,Comedy,3
1136,Selena,Drama|Musical,3
1137,"Devil's Own, The",Action|Drama|Thriller,3
1138,Cats Don't Dance,Animation|Children|Musical,3
1139,B*A*P*S,Comedy,2
1140,Love and Other Catastrophes,Romance,3
1141,Turbo: A Power Rangers Movie,Action|Adventure|Children,2
1142,Anna Karenina,Drama|Romance,4
1143,Double Team,Action,4
1144,Inventing the Abbotts,Drama|Romance,3
1145,Anaconda,Action|Adventure|Thriller,2
1146,Grosse Pointe Blank,Comedy|Crime|Romance,4
1147,Kissed,Drama|Romance,3
1148,8 Heads in a Duffel Bag,Comedy,3
1149,Paradise Road,Drama|War,3
1150,Romy and Michele's High School Reunion,Comedy,3
1151,Temptress Moon,Romance,3
1152,Volcano,Action|Drama|Thriller,2
1153,Children of the Revolution,Comedy,3
1154,Austin Powers: International Man of Mystery,Action|Adventure|Comedy,4
1155,Breakdown,Action|Thriller,4
1156,Broken English,Drama,1
1157,Fathers' Day,Comedy,1
1158,"Fifth Element, The",Action|Adventure|Comedy|Sci-Fi,4
1159,Nowhere,Comedy|Drama,3
1160,"Promise, The",Drama,5
1161,Shall We Dance?,Comedy|Drama|Romance,4
1162,Addicted to Love,Comedy|Romance,3
1163,Brassed Off,Comedy|Drama|Romance,4
1164,"Lost World: Jurassic Park, The",Action|Adventure|Sci-Fi|Thriller,3
1165,Ponette,Drama,5
1166,Schizopolis,Comedy,3
1167,Shiloh,Children|Drama,3
1168,Rough Magic,Drama|Romance,4
1169,Trial and Error,Comedy|Romance,3
1170,Buddy,Adventure|Children|Drama,2
1171,Con Air,Action|Adventure|Thriller,3
1172,"Pillow Book, The",Drama|Romance,3
1173,Speed 2: Cruise Control,Action|Romance|Thriller,2
1174,Batman & Robin,Action|Adventure|Fantasy|Thriller,3
1175,For Roseanna,Comedy|Drama|Romance,4
1176,Head Above Water,Comedy|Thriller,4
1177,Hercules,Adventure|Animation|Children|Comedy|Musical,4
1178,My Best Friend's Wedding,Comedy|Romance,4
1179,When the Cat's Away,Comedy|Romance,5
1180,Contempt,Drama,3
1181,Face/Off,Action|Crime|Drama|Thriller,4
1182,Fall,Romance,1
1183,Men in Black,Action|Comedy|Sci-Fi,4
1184,Out to Sea,Comedy,2
1185,Wild America,Adventure|Children,3
1186,"Simple Wish, A",Children|Fantasy,3
1187,Contact,Drama|Sci-Fi,4
1188,Love Serenade,Comedy,3
1189,G.I. Jane,Action|Drama,3
1190,Conan the Barbarian,Action|Adventure|Fantasy,4
1191,George of the Jungle,Children|Comedy,3
1192,Cop Land,Action|Crime|Drama|Thriller,4
1193,Event Horizon,Horror|Sci-Fi|Thriller,3
1194,Spawn,Action|Adventure|Sci-Fi|Thriller,3
1195,Air Bud,Children|Comedy,3
1196,Picture Perfect,Comedy|Romance,3
1197,In the Company of Men,Comedy|Drama,4
1198,Career Girls,Drama,5
1199,Conspiracy Theory,Drama|Mystery|Romance|Thriller,3
1200,Desperate Measures,Crime|Drama|Thriller,3
1201,Steel,Action,3
1202,She's So Lovely,Drama|Romance,4
1203,Hoodlum,Crime|Drama|Film-Noir,3
1204,Leave It to Beaver,Comedy,2
1205,Mimic,Horror|Sci-Fi|Thriller,3
1206,Money Talks,Action|Comedy,4
1207,Excess Baggage,Adventure|Romance,3
1208,Kull the Conqueror,Action|Adventure,3
1209,Air Force One,Action|Thriller,4
1210,187,Drama|Thriller,3
1211,"Hunt for Red October, The",Action|Adventure|Thriller,4
1212,My Own Private Idaho,Drama|Romance,4
1213,"Kiss Me, Guido",Comedy,3
1214,Star Maps,Drama,4
1215,In & Out,Comedy,3
1216,"Edge, The",Adventure|Drama,3
1217,"Peacemaker, The",Action|Thriller|War,3
1218,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,4
1219,Seven Years in Tibet,Adventure|Drama|War,4
1220,Kiss the Girls,Crime|Drama|Mystery|Thriller,4
1221,Soul Food,Drama,3
1222,Wishmaster,Horror,2
1223,"Thousand Acres, A",Drama,2
1224,"Game, The",Drama|Mystery|Thriller,4
1225,Fire Down Below,Action|Drama|Thriller,3
1226,U Turn,Crime|Drama|Mystery,4
1227,"MatchMaker, The",Comedy|Romance,4
1228,"Assignment, The",Action|Thriller,5
1229,Ulee's Gold,Drama,4
1230,"Ice Storm, The",Drama,4
1231,Chasing Amy,Comedy|Drama|Romance,4
1232,"Full Monty, The",Comedy|Drama,4
1233,Indian Summer,Comedy|Drama,2
1234,Mrs. Brown,Drama|Romance,4
1235,I Know What You Did Last Summer,Horror|Mystery|Thriller,2
1236,The Devil's Advocate,Drama|Mystery|Thriller,4
1237,RocketMan,Children|Comedy|Romance|Sci-Fi,2
1238,Playing God,Crime|Drama|Thriller,3
1239,"House of Yes, The",Comedy|Drama,4
1240,"Fast, Cheap & Out of Control",Documentary,3
1241,Washington Square,Drama,4
1242,Year of the Horse,Documentary,4
1243,Gattaca,Drama|Sci-Fi|Thriller,4
1244,FairyTale: A True Story,Children|Drama|Fantasy,3
1245,Phantoms,Drama|Horror|Thriller,4
1246,Swept from the Sea,Drama|Romance,4
1247,"Life Less Ordinary, A",Romance|Thriller,3
1248,Hurricane Streets,Drama,4
1249,Eve's Bayou,Drama,3
1250,Switchback,Crime|Mystery|Thriller,3
1251,Gang Related,Crime,3
1252,Stripes,Comedy|War,4
1253,Bean,Comedy,3
1254,Mad City,Action|Drama,2
1255,Welcome to Sarajevo,Drama|War,3
1256,Deceiver,Crime|Drama|Thriller,3
1257,"Rainmaker, The",Drama,4
1258,Boogie Nights,Drama,4
1259,Witness,Drama|Romance|Thriller,4
1260,Incognito,Crime|Thriller,3
1261,Starship Troopers,Action|Sci-Fi,4
1262,Critical Care,Comedy|Drama,2
1263,"Joy Luck Club, The",Drama|Romance,4
1264,Chairman of the Board,Comedy,2
1265,Sliding Doors,Drama|Romance,4
1266,Mortal Kombat: Annihilation,Action|Adventure|Fantasy,2
1267,"Truman Show, The",Comedy|Drama|Sci-Fi,4
1268,"Wings of the Dove, The",Drama|Romance,5
1269,Mrs. Dalloway,Drama|Romance,4
1270,"I Love You, I Love You Not",Drama|Romance,3
1271,Red Corner,Crime|Thriller,4
1272,"Jackal, The",Action|Thriller,4
1273,Anastasia,Adventure|Animation|Children|Drama|Musical,4
1274,"Man Who Knew Too Little, The",Comedy|Crime|Thriller,3
1275,Alien: Resurrection,Action|Horror|Sci-Fi,3
1276,Amistad,Drama|Mystery,4
1277,"Apostle, The",Drama,3
1278,Artemisia,Drama,4
1279,Bent,Drama|War,4
1280,"Butcher Boy, The",Comedy|Drama,4
1281,Deconstructing Harry,Comedy|Drama,4
1282,Flubber,Children|Comedy|Fantasy,3
1283,For Richer or Poorer,Comedy,3
1284,Good Will Hunting,Drama|Romance,4
1285,Home Alone 3,Children|Comedy,2
1286,Midnight in the Garden of Good and Evil,Crime|Drama|Mystery,4
1287,Mouse Hunt,Children|Comedy,3
1288,Scream 2,Comedy|Horror|Mystery|Thriller,3
1289,Stranger in the House,Thriller,3
1290,"Sweet Hereafter, The",Drama,5
1291,Titanic,Drama|Romance,4
1292,Tomorrow Never Dies,Action|Adventure|Thriller,3
1293,"Postman, The",Action|Adventure|Drama|Sci-Fi,3
1294,"Horse Whisperer, The",Drama|Romance,4
1295,Jackie Brown,Crime|Drama|Thriller,4
1296,Kundun,Drama,4
1297,Mr. Magoo,Comedy,2
1298,"Big Lebowski, The",Comedy|Crime,4
1299,Afterglow,Drama|Romance,5
1300,My Life in Pink,Comedy|Drama,4
1301,Great Expectations,Drama|Romance,4
1302,3 Ninjas: High Noon On Mega Mountain,Action|Children|Comedy,4
1303,Senseless,Comedy,2
1304,Wag the Dog,Comedy,4
1305,Dark City,Adventure|Film-Noir|Sci-Fi|Thriller,4
1306,Hard Rain,Action|Crime|Thriller,3
1307,Half Baked,Comedy,4
1308,Fallen,Crime|Drama|Fantasy|Thriller,4
1309,Shooting Fish,Comedy|Romance,4
1310,Fallen Angels,Drama|Romance,2
1311,Four Days in September,Drama,5
1312,Spice World,Comedy,2
1313,Deep Rising,Action|Horror|Sci-Fi,3
1314,Music From Another Room,Drama|Romance,3
1315,"Replacement Killers, The",Action|Crime|Thriller,3
1316,B. Monkey,Crime|Romance|Thriller,3
1317,Night Flier,Horror,4
1318,Blues Brothers 2000,Action|Comedy|Musical,3
1319,"Wedding Singer, The",Comedy|Romance,4
1320,Sphere,Sci-Fi|Thriller,3
1321,Palmetto,Crime|Drama|Mystery|Romance|Thriller,3
1322,As Good as It Gets,Comedy|Drama|Romance,4
1323,King of New York,Crime|Thriller,4
1324,Twilight,Crime|Drama|Thriller,3
1325,U.S. Marshals,Action|Crime|Thriller,3
1326,Welcome to Woop-Woop,Comedy,4
1327,Love and Death on Long Island,Comedy|Drama,3
1328,Everest,Documentary|IMAX,5
1329,Hush,Thriller,2
1330,Suicide Kings,Comedy|Crime|Drama|Mystery|Thriller,4
1331,"Man in the Iron Mask, The",Action|Adventure|Drama,4
1332,"Newton Boys, The",Crime|Drama,3
1333,Wild Things,Crime|Drama|Mystery|Thriller,3
1334,Paulie,Adventure|Children|Comedy,3
1335,"Cool, Dry Place, A",Drama,3
1336,Fireworks,Crime|Drama,4
1337,Primary Colors,Comedy|Drama,4
1338,Wide Awake,Children|Comedy|Drama,4
1339,Two Girls and a Guy,Comedy|Drama,2
1340,"Object of My Affection, The",Comedy|Romance,3
1341,Homegrown,Comedy|Thriller,1
1342,The Players Club,Comedy|Drama,3
1343,Barney's Great Adventure,Adventure|Children,2
1344,"Big One, The",Comedy|Documentary,3
1345,Chinese Box,Drama|Romance,3
1346,Lost in Space,Action|Adventure|Sci-Fi,3
1347,Mercury Rising,Action|Drama|Thriller,3
1348,"Spanish Prisoner, The",Crime|Drama|Mystery|Thriller,4
1349,City of Angels,Drama|Fantasy|Romance,4
1350,"Last Days of Disco, The",Comedy|Drama,5
1351,"Odd Couple II, The",Comedy,3
1352,My Giant,Comedy,3
1353,He Got Game,Drama,4
1354,"Gingerbread Man, The",Drama|Thriller,3
1355,Live Flesh,Drama|Romance,4
1356,Zero Effect,Comedy|Mystery|Thriller,4
1357,"Borrowers, The",Adventure|Children|Comedy|Fantasy,3
1358,Krippendorf's Tribe,Comedy,3
1359,Kurt & Courtney,Documentary,4
1360,"Real Blonde, The",Comedy,3
1361,Mr. Nice Guy,Action|Comedy,3
1362,Taste of Cherry,Drama,4
1363,Character,Drama,3
1364,Species II,Horror|Sci-Fi,2
1365,Major League: Back to the Minors,Comedy,3
1366,"Big Hit, The",Action|Comedy|Crime,3
1367,Tarzan and the Lost City,Action|Adventure,2
1368,"Dancer, Texas Pop. 81",Comedy|Drama,3
1369,"Misérables, Les",Crime|Drama|Romance|War,4
1370,Clockwatchers,Comedy,4
1371,Deep Impact,Drama|Sci-Fi|Thriller,3
1372,Quest for Camelot,Adventure|Animation|Children|Fantasy|Musical,2
1373,Godzilla,Action|Sci-Fi|Thriller,2
1374,Bulworth,Comedy|Drama|Romance,4
1375,Fear and Loathing in Las Vegas,Adventure|Comedy|Drama,4
1376,"Opposite of Sex, The",Comedy|Drama|Romance,4
1377,Almost Heroes,Adventure|Comedy|Western,2
1378,Hope Floats,Comedy|Drama|Romance,3
1379,Insomnia,Drama|Mystery|Thriller,4
1380,"Ugly, The",Horror|Thriller,2
1381,"Perfect Murder, A",Thriller,4
1382,Beyond Silence,Drama,4
1383,Six Days Seven Nights,Adventure|Comedy|Romance,3
1384,Can't Hardly Wait,Comedy|Drama|Romance,4
1385,High Art,Drama|Romance,4
1386,"Children of Heaven, The",Comedy|Drama,4
1387,Dream for an Insomniac,Drama|Romance,4
1388,Henry Fool,Comedy|Drama,4
1389,Mr. Jealousy,Comedy|Romance,3
1390,Mulan,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,4
1391,"X-Files: Fight the Future, The",Action|Crime|Mystery|Sci-Fi|Thriller,4
1392,I Went Down,Comedy|Crime|Drama,2
1393,Dr. Dolittle,Comedy,3
1394,Out of Sight,Comedy|Crime|Drama|Romance|Thriller,4
1395,Picnic at Hanging Rock,Drama|Mystery,4
1396,Smoke Signals,Comedy|Drama,4
1397,Buffalo '66,Drama|Romance,4
1398,Armageddon,Action|Romance|Sci-Fi|Thriller,3
1399,Lethal Weapon 4,Action|Comedy|Crime|Thriller,3
1400,Madeline,Children|Comedy,3
1401,Small Soldiers,Animation|Children|Fantasy|War,3
1402,Pi,Drama|Sci-Fi|Thriller,4
1403,Whatever,Drama,4
1404,There's Something About Mary,Comedy|Romance,4
1405,Plan 9 from Outer Space,Horror|Sci-Fi,4
1406,"Broadway Melody, The",Musical,3
1407,All Quiet on the Western Front,Action|Drama|War,5
1408,Cimarron,Drama|Western,3
1409,Grand Hotel,Drama|Romance,4
1410,Mutiny on the Bounty,Adventure|Drama,5
1411,"Great Ziegfeld, The",Drama|Musical,3
1412,"Life of Emile Zola, The",Drama,3
1413,You Can't Take It with You,Comedy|Romance,4
1414,Mrs. Miniver,Drama|War,4
1415,Going My Way,Comedy|Drama|Musical,3
1416,"Lost Weekend, The",Drama,4
1417,"Best Years of Our Lives, The",Drama|War,4
1418,Gentleman's Agreement,Drama,4
1419,Hamlet,Drama,4
1420,All the King's Men,Drama,4
1421,From Here to Eternity,Drama|Romance|War,4
1422,On the Waterfront,Crime|Drama,5
1423,Marty,Drama|Romance,4
1424,West Side Story,Drama|Musical|Romance,4
1425,Tom Jones,Adventure|Comedy|Romance,4
1426,"Man for All Seasons, A",Drama,5
1427,In the Heat of the Night,Drama|Mystery,5
1428,Oliver!,Drama|Musical,4
1429,Midnight Cowboy,Drama,4
1430,"French Connection, The",Action|Crime|Thriller,4
1431,Rocky,Drama,4
1432,Kramer vs. Kramer,Drama,4
1433,Ordinary People,Drama,4
1434,Chariots of Fire,Drama,4
1435,Terms of Endearment,Comedy|Drama,4
1436,Out of Africa,Drama|Romance,4
1437,"Last Emperor, The",Drama,4
1438,Rain Man,Drama,4
1439,Driving Miss Daisy,Drama,4
1440,Take the Money and Run,Comedy|Crime,4
1441,Klute,Drama|Mystery,4
1442,Repo Man,Comedy|Sci-Fi,4
1443,Metropolitan,Comedy,4
1444,Labyrinth,Adventure|Fantasy|Musical,4
1445,"Breakfast Club, The",Comedy|Drama,4
1446,"Nightmare on Elm Street 2: Freddy's Revenge, A",Horror,3
1447,"Nightmare on Elm Street 3: Dream Warriors, A",Horror|Thriller,3
1448,"Nightmare on Elm Street 4: The Dream Master, A",Horror|Thriller,3
1449,"Nightmare on Elm Street 5: The Dream Child, A",Horror,2
1450,Freddy's Dead: The Final Nightmare,Horror,3
1451,Friday the 13th,Horror|Mystery|Thriller,3
1452,Friday the 13th Part 2,Horror,3
1453,Friday the 13th Part 3: 3D,Horror,3
1454,Friday the 13th Part IV: The Final Chapter,Horror,3
1455,Friday the 13th Part V: A New Beginning,Horror,3
1456,Friday the 13th Part VI: Jason Lives,Horror,4
1457,Friday the 13th Part VII: The New Blood,Horror,2
1458,Friday the 13th Part VIII: Jason Takes Manhattan,Horror,2
1459,Halloween,Horror,4
1460,Halloween II,Horror,3
1461,Halloween III: Season of the Witch,Horror,2
1462,Halloween 4: The Return of Michael Myers,Horror,2
1463,Halloween 5: The Revenge of Michael Myers,Horror,2
1464,Prom Night,Horror,3
1465,Prom Night IV: Deliver Us From Evil,Horror,4
1466,Child's Play,Horror|Thriller,3
1467,Child's Play 2,Horror|Thriller,3
1468,Child's Play 3,Comedy|Horror|Thriller,2
1469,Poltergeist,Horror|Thriller,4
1470,Poltergeist II: The Other Side,Horror|Thriller,2
1471,Poltergeist III,Horror|Thriller,2
1472,"Exorcist, The",Horror|Mystery,4
1473,Exorcist II: The Heretic,Horror,2
1474,"Exorcist III, The",Horror,2
1475,Lethal Weapon,Action|Comedy|Crime|Drama,4
1476,Lethal Weapon 2,Action|Comedy|Crime|Drama,3
1477,Lethal Weapon 3,Action|Comedy|Crime|Drama,3
1478,Gremlins,Comedy|Horror,4
1479,Gremlins 2: The New Batch,Comedy|Horror,4
1480,"Goonies, The",Action|Adventure|Children|Comedy|Fantasy,4
1481,"Mask of Zorro, The",Action|Comedy|Romance,3
1482,Polish Wedding,Comedy,4
1483,"This World, Then the Fireworks",Crime|Drama|Film-Noir,3
1484,Soylent Green,Drama|Mystery|Sci-Fi|Thriller,4
1485,Metropolis,Drama|Sci-Fi,4
1486,Back to the Future Part II,Adventure|Comedy|Sci-Fi,4
1487,Back to the Future Part III,Adventure|Comedy|Sci-Fi|Western,4
1488,"Poseidon Adventure, The",Action|Adventure|Drama,3
1489,Freaky Friday,Children|Comedy|Fantasy,3
1490,"Absent-Minded Professor, The",Children|Comedy|Fantasy,4
1491,"Apple Dumpling Gang Rides Again, The",Children|Comedy|Western,3
1492,Babes in Toyland,Children|Fantasy|Musical,3
1493,Bambi,Animation|Children|Drama,4
1494,Seven Samurai,Action|Adventure|Drama,5
1495,Dangerous Liaisons,Drama|Romance,4
1496,Dune,Adventure|Sci-Fi,4
1497,"Last Temptation of Christ, The",Drama,4
1498,"Godfather: Part III, The",Crime|Drama|Mystery|Thriller,4
1499,"Rapture, The",Drama|Mystery,4
1500,Lolita,Drama|Romance,4
1501,Disturbing Behavior,Horror|Thriller,2
1502,Jane Austen's Mafia!,Comedy|Crime,2
1503,Saving Private Ryan,Action|Drama|War,5
1504,"Barefoot Executive, The",Children|Comedy,2
1505,"Black Cauldron, The",Adventure|Animation|Children|Fantasy,4
1506,"Black Hole, The",Children|Sci-Fi,3
1507,Blackbeard's Ghost,Children|Comedy,4
1508,Blank Check,Children|Comedy,2
1509,Candleshoe,Adventure|Children|Comedy,4
1510,"Cat from Outer Space, The",Children|Comedy|Sci-Fi,3
1511,"Computer Wore Tennis Shoes, The",Children|Comedy,3
1512,Condorman,Action|Adventure|Children|Comedy,4
1513,D2: The Mighty Ducks,Children|Comedy,3
1514,Darby O'Gill and the Little People,Adventure|Children|Fantasy,3
1515,"Devil and Max Devlin, The",Comedy|Fantasy,3
1516,Flight of the Navigator,Adventure|Children|Sci-Fi,4
1517,"Great Mouse Detective, The",Action|Animation|Children|Crime,4
1518,Herbie Goes Bananas,Adventure|Children|Comedy,3
1519,Herbie Goes to Monte Carlo,Adventure|Children|Comedy,3
1520,Hocus Pocus,Children|Comedy|Fantasy|Horror,3
1521,"Honey, I Blew Up the Kid",Children|Comedy|Sci-Fi,2
1522,"Honey, I Shrunk the Kids",Adventure|Children|Comedy|Fantasy|Sci-Fi,3
1523,Hot Lead and Cold Feet,Action|Comedy|Western,3
1524,In Search of the Castaways,Adventure|Children,3
1525,"Incredible Journey, The",Adventure|Children,4
1526,"Negotiator, The",Action|Crime|Drama|Mystery|Thriller,4
1527,"Parent Trap, The",Children|Comedy|Romance,3
1528,BASEketball,Comedy,3
1529,Roger & Me,Documentary,4
1530,"Purple Rose of Cairo, The",Comedy|Drama|Fantasy|Romance,4
1531,Out of the Past,Film-Noir,4
1532,Doctor Zhivago,Drama|Romance|War,5
1533,Fanny and Alexander,Drama|Fantasy|Mystery,3
1534,"Trip to Bountiful, The",Drama,4
1535,Tender Mercies,Drama|Romance|Western,4
1536,And the Band Played On,Drama,3
1537,"'burbs, The",Comedy,4
1538,Fandango,Comedy,4
1539,"Night Porter, The",Crime|Drama|Romance,4
1540,Mephisto,Drama|War,5
1541,Blue Velvet,Drama|Mystery|Thriller,4
1542,"Journey of Natty Gann, The",Adventure|Children,4
1543,"Jungle Book, The",Animation|Children|Comedy|Musical,4
1544,Lady and the Tramp,Animation|Children|Comedy|Romance,4
1545,"Little Mermaid, The",Animation|Children|Comedy|Musical|Romance,4
1546,"Mighty Ducks, The",Children|Comedy,3
1547,"Muppet Christmas Carol, The",Children|Comedy|Musical,4
1548,Newsies,Children|Musical,3
1549,101 Dalmatians,Adventure|Animation|Children,4
1550,Peter Pan,Animation|Children|Fantasy|Musical,4
1551,Popeye,Adventure|Comedy|Musical,3
1552,"Rescuers Down Under, The",Adventure|Animation|Children,4
1553,"Rescuers, The",Adventure|Animation|Children|Crime|Drama,4
1554,Return from Witch Mountain,Children|Sci-Fi,3
1555,"Return of Jafar, The",Adventure|Animation|Children|Fantasy|Musical|Romance,3
1556,Return to Oz,Adventure|Children|Fantasy,3
1557,"Rocketeer, The",Action|Adventure|Sci-Fi,4
1558,"Shaggy D.A., The",Children|Comedy,3
1559,Sleeping Beauty,Animation|Children|Musical,4
1560,Something Wicked This Way Comes,Children|Drama|Fantasy|Mystery|Thriller,3
1561,Son of Flubber,Children|Comedy,3
1562,Song of the South,Adventure|Animation|Children|Musical,4
1563,Splash,Comedy|Fantasy|Romance,3
1564,Steamboat Willie,Animation|Children|Comedy|Musical,3
1565,Tall Tale,Adventure|Children|Fantasy|Western,3
1566,Tex,Drama,4
1567,Tron,Action|Adventure|Sci-Fi,4
1568,Swing Kids,Drama|War,4
1569,Halloween H20: 20 Years Later,Horror|Thriller,3
1570,L.A. Story,Comedy|Romance,4
1571,"Jerk, The",Comedy,4
1572,Dead Men Don't Wear Plaid,Comedy|Crime|Thriller,4
1573,"Man with Two Brains, The",Comedy,4
1574,Grand Canyon,Crime|Drama,4
1575,"Outsiders, The",Drama,4
1576,Indiana Jones and the Temple of Doom,Action|Adventure|Fantasy,4
1577,"Lord of the Rings, The",Adventure|Animation|Children|Fantasy,3
1578,1984,Drama|Sci-Fi,4
1579,"Dead Zone, The",Thriller,4
1580,Maximum Overdrive,Horror,2
1581,Needful Things,Drama|Horror,2
1582,Cujo,Horror|Thriller,3
1583,Children of the Corn,Horror|Thriller,3
1584,All Dogs Go to Heaven,Animation|Children|Comedy|Drama|Fantasy,3
1585,"Addams Family, The",Children|Comedy|Fantasy,4
1586,Ever After: A Cinderella Story,Comedy|Drama|Romance,4
1587,Snake Eyes,Action|Crime|Mystery|Thriller,3
1588,Atlantic City,Crime|Drama|Romance,4
1589,Autumn Sonata,Drama,5
1590,Who's Afraid of Virginia Woolf?,Drama,4
1591,Adventures in Babysitting,Adventure|Comedy,4
1592,Weird Science,Comedy|Fantasy|Sci-Fi,3
1593,Doctor Dolittle,Adventure|Children|Musical,4
1594,"Nutty Professor, The",Comedy|Sci-Fi,3
1595,Charlotte's Web,Animation|Children,4
1596,Watership Down,Adventure|Animation|Children|Drama|Fantasy,4
1597,"Secret of NIMH, The",Adventure|Animation|Children|Drama,4
1598,"Dark Crystal, The",Adventure|Fantasy,4
1599,"American Tail, An",Adventure|Animation|Children|Comedy,3
1600,"American Tail: Fievel Goes West, An",Adventure|Animation|Children|Musical|Western,3
1601,Legend,Adventure|Fantasy|Romance,3
1602,Sixteen Candles,Comedy|Romance,4
1603,Pretty in Pink,Comedy|Drama|Romance,4
1604,St. Elmo's Fire,Drama|Romance,4
1605,"Clan of the Cave Bear, The",Adventure|Drama|Fantasy,3
1606,House,Comedy|Fantasy|Horror,3
1607,House II: The Second Story,Comedy|Fantasy|Horror,2
1608,"Gods Must Be Crazy, The",Adventure|Comedy,4
1609,"Gods Must Be Crazy II, The",Comedy,4
1610,Air Bud: Golden Receiver,Children|Comedy,2
1611,"Avengers, The",Action|Adventure,3
1612,How Stella Got Her Groove Back,Drama|Romance,2
1613,"Slums of Beverly Hills, The",Comedy|Drama,4
1614,"Best Man, The",Comedy|Drama|Romance,4
1615,Henry: Portrait of a Serial Killer,Crime|Horror|Thriller,4
1616,Rosemary's Baby,Drama|Horror|Thriller,5
1617,"NeverEnding Story, The",Adventure|Children|Fantasy,4
1618,"NeverEnding Story II: The Next Chapter, The",Adventure|Children|Fantasy,3
1619,Attack of the Killer Tomatoes!,Comedy|Horror,2
1620,Surf Nazis Must Die,Action|Comedy|Drama|Horror,1
1621,Your Friends and Neighbors,Comedy|Drama,4
1622,Return to Paradise,Crime|Drama|Romance|Thriller,3
1623,Blade,Action|Horror|Thriller,4
1624,Dead Man on Campus,Comedy,3
1625,Wrongfully Accused,Action|Comedy,3
1626,Next Stop Wonderland,Comedy|Drama|Romance,4
1627,Strike!,Comedy|Drama,3
1628,Beetlejuice,Comedy|Fantasy,4
1629,Déjà Vu,Drama|Romance,4
1630,Rope,Crime|Drama|Thriller,4
1631,Family Plot,Comedy|Thriller,3
1632,Frenzy,Thriller,4
1633,Topaz,Thriller,3
1634,Torn Curtain,Thriller,3
1635,Marnie,Drama|Mystery|Romance|Thriller,4
1636,"Wrong Man, The",Drama|Film-Noir|Thriller,3
1637,"Man Who Knew Too Much, The",Adventure|Drama|Mystery|Thriller,4
1638,"Trouble with Harry, The",Comedy|Mystery,4
1639,I Confess,Thriller,4
1640,Strangers on a Train,Crime|Drama|Film-Noir|Thriller,4
1641,Stage Fright,Mystery|Romance|Thriller,3
1642,54,Drama,2
1643,Why Do Fools Fall In Love?,Drama,2
1644,Willow,Action|Adventure|Fantasy,4
1645,"Untouchables, The",Action|Crime|Drama,4
1646,Dirty Work,Comedy,4
1647,Knock Off,Action,5
1648,"Paradine Case, The",Drama,4
1649,Lifeboat,Drama|War,5
1650,Shadow of a Doubt,Crime|Drama|Thriller,5
1651,Saboteur,Mystery|Thriller,4
1652,Mr. & Mrs. Smith,Comedy|Romance,3
1653,Suspicion,Film-Noir|Mystery|Thriller,4
1654,Jamaica Inn,Drama,3
1655,"Lady Vanishes, The",Drama|Mystery|Thriller,4
1656,Sabotage,Thriller,3
1657,Secret Agent,Thriller,3
1658,"Man Who Knew Too Much, The",Drama|Thriller,4
1659,"Ring, The",Drama,1
1660,"Lodger: A Story of the London Fog, The",Crime|Drama|Thriller,4
1661,Rounders,Drama,4
1662,Cube,Horror|Mystery|Sci-Fi|Thriller,4
1663,Simon Birch,Drama,3
1664,Swept Away,Comedy|Drama,5
1665,My Bodyguard,Drama,4
1666,Class,Comedy,4
1667,Broadcast News,Comedy|Drama|Romance,4
1668,"Allnighter, The",Comedy|Romance,2
1669,Working Girl,Comedy|Drama|Romance,4
1670,Married to the Mob,Comedy,3
1671,Say Anything...,Comedy|Drama|Romance,4
1672,My Blue Heaven,Comedy,4
1673,Hero,Comedy|Drama,3
1674,Toys,Comedy|Fantasy,3
1675,Young Doctors in Love,Comedy,2
1676,Parasite,Horror|Sci-Fi,3
1677,No Small Affair,Comedy|Romance,4
1678,Blame It on Rio,Comedy|Romance,4
1679,Wisdom,Crime|Drama,3
1680,One Crazy Summer,Comedy,3
1681,About Last Night...,Comedy|Drama|Romance,3
1682,"Seventh Sign, The",Drama|Fantasy|Thriller,3
1683,We're No Angels,Comedy|Crime,3
1684,Nothing But Trouble,Adventure|Comedy,2
1685,"Butcher's Wife, The",Comedy|Romance,3
1686,Mortal Thoughts,Mystery|Thriller,3
1687,"Few Good Men, A",Crime|Drama|Thriller,4
1688,Indecent Proposal,Drama|Romance,3
1689,Permanent Midnight,Drama,3
1690,One True Thing,Drama,3
1691,Rush Hour,Action|Comedy|Crime|Thriller,4
1692,Six-String Samurai,Action|Adventure|Sci-Fi,4
1693,Ronin,Action|Crime|Thriller,4
1694,Urban Legend,Horror|Thriller,3
1695,Clay Pigeons,Crime,3
1696,Monument Ave.,Action|Crime|Drama,2
1697,Pecker,Comedy|Drama,4
1698,"Sheltering Sky, The",Drama,4
1699,"Fiendish Plot of Dr. Fu Manchu, The",Comedy,2
1700,Them!,Horror|Sci-Fi|Thriller,4
1701,"Thing, The",Action|Horror|Sci-Fi|Thriller,4
1702,"Player, The",Comedy|Crime|Drama,4
1703,Stardust Memories,Comedy|Drama,4
1704,Edward Scissorhands,Drama|Fantasy|Romance,4
